Tên bài hát,Album,Lượt yêu thích,Lượt nghe,Nghệ sĩ,Sáng tác,Thể loại,Nhà cung cấp
I Will Always Love You (Live…,New York City Cowgirl (Live 1977),,,Dolly Parton,,"Âu Mỹ, Country",RouteNote
Let the beautiful autumn in.,Let the beautiful autumn in. (Single),,,Mr. Martin,Ole Martin Pedersen,"Âu Mỹ, Country",FUGA
Old Town Road,Old Town Road (Single),,,David Lee Louthan,,"Âu Mỹ, Country, Alternative",RouteNote
Country Round Here Tonight,Country Round Here Tonight (Single),,,Randy Houser,"Blake Chancey, Randy Houser","Âu Mỹ, Country",Empire Music
God Bless The USA (U.S.A.),80s Country Hits (Single),,,Country Nights,,"Âu Mỹ, Country",RouteNote
Don't cry Joni,Country Pearls (Single),,,"Lene Holme, Bjarne Farmand",,"Âu Mỹ, Country",RouteNote
Horses & Hellcats,"Where I've Been, Isn't Where I'm Going",,,Shaboozey,"Sean Cook, Nevin Sastry, Dave Cohen","Âu Mỹ, Country",Empire Music
Drink Don't Need No Mix…,"Where I've Been, Isn't Where I'm Going",,,"Shaboozey, BigXthaPlug","Sean Cook, McKay Stevens, Nevin Sastry","Âu Mỹ, Country",Empire Music
Cowboy Town,Country & Western,,,Atomica Music,Stephan Sechi,"Âu Mỹ, Country",FUGA
"Oui, devant dieu",Souvenir de notre amour (Single),,,Guylaine Tanguay,"Maurice Tézé, Joaquin Prieto","Âu Mỹ, Country",RouteNote
My Fault (feat. Noah Cyrus),"Where I've Been, Isn't Where I'm Going",,,"Shaboozey, Noah Cyrus","Sean Cook, Nevin Sastry","Âu Mỹ, Country",Empire Music
East Of The Massanutten,"Where I've Been, Isn't Where I'm Going",,,Shaboozey,"Sean Cook, McKay Stevens, John Mark Nelson","Âu Mỹ, Country",Empire Music
Giot Nuoc Mat,Dan Tranh,,,Mr Loc Vuong,,"Âu Mỹ, Country",RouteNote
I Let Him Love Me,,,,Laci Kaye Booth,,"Âu Mỹ, Country",Ingrooves Music Group
Best Friend for Life,,,,,,,
Niem Vui,Dan Tranh,,,Mr Loc Vuong,,"Âu Mỹ, Country",RouteNote
Phạn Xướng,Mộng Hồng Trần,,,Lee Phú Quý,Lee Phú Quý,"Âu Mỹ, Country",RouteNote
you look like you love me,you look like you love me (Single),,,"Ella Langley, Riley Green","Ella Langley, Riley Green, Aaron Raitiere","Âu Mỹ, Country",Sony Music Entertainment
Last Of My Kind (feat. Paul…,"Where I've Been, Isn't Where I'm Going",,,"Shaboozey, Paul Cauthen","Sean Cook, McKay Stevens, Nevin Sastry","Âu Mỹ, Country",Empire Music
Yeu Dien Cuong,Dan Tranh,,,Mr Loc Vuong,,"Âu Mỹ, Country",RouteNote
Let It Burn,Let It Burn (Single),,,Shaboozey,"Sean Cook, Nevin Sastry","Âu Mỹ, Country",Empire Music
La Con Gai,Dan Tranh,,,Mr Loc Vuong,,"Âu Mỹ, Country",RouteNote
Can You Die From a Broken…,Can You Die From a Broken Heart (feat. Avril Lavigne) (Single),,,"Nate Smith, Avril Lavigne","Kevin Fisher, Michael Matosic, Tom Walker","Âu Mỹ, Country",Sony Music Entertainment
BLACKBIIRD,COWBOY CARTER,,,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts","Paul McCartney, John Lennon","Âu Mỹ, Country, Pop",Sony Music Entertainment
I Am Not Okay,I Am Not Okay (Single),,,Jelly Roll,,"Âu Mỹ, Country",Universal Music Group
Miles On It (Joel Corry Remix),Miles On It (Remixes),,,"Marshmello, Kane Brown","Marshmello, Kane Brown, Earwulf, Jake Torrey, Connor McDonough, Riley McDonough, Castle","Âu Mỹ, Pop, Country, Electronic / Dance",Sony Music Entertainment
Lonely Dirt Road,Lonely Dirt Road (Single),,,Dax,"Daniel Nwosu Jr., Alex Nour","Âu Mỹ, Country, Pop",Sony Music Entertainment
Loretta's Song,The Hardest Part,,,Noah Cyrus,"Noah Cyrus, PJ Harding","Âu Mỹ, Pop, Country",Sony Music Entertainment
PARANOIA,PARANOIA (Single),,,"HEARTSTEEL, League Of Legends, Baekhyun, Tobi Lou, ØZI","Sebastien Najand, Cal Scruby, Rob Russell, Carlos St. John","Âu Mỹ, Pop, Rap / Hip Hop",FUGA
Like I Do,Like I Do (Single),,,Andy ARYSH,Andy ARYSH,"Âu Mỹ, Pop, Rap / Hip Hop",FUGA
Industry Baby,TikTok Viral Hits,,,TikTok Mania,"David Biral, Denzel Michael-Akil Baptiste, Jackman Thomas Harlow, Kanye West, Mark Carl Stolinski Williams","Âu Mỹ, Rap / Hip Hop",Ingrooves Music Group
Losing Interest,Losing Interest (Single),,,MiiMiiFromThaEast,,"Âu Mỹ, Rap / Hip Hop",Empire Music
Remix,If Only You Knew (Single),,,BrickSquad Ron,,"Âu Mỹ, Rap / Hip Hop",RouteNote
luther,GNX,,,"Kendrick Lamar, SZA",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Ice Cream Man (Sped Up),Ice Cream Man (Sped Up) (Single),,,Tyga,,"Âu Mỹ, Rap / Hip Hop",Empire Music
Comprehend,Comprehend (Single),,,"Thai VG, Plainview Kiet","Thai VG, Plainview Kiet","Âu Mỹ, Rap / Hip Hop",Empire Music
Paint The Town Red,Paint The Town Red (Single),,,Doja Cat,"Amala Zandile Dlamini, Isaac Earl Bynum, Burt Bacharach, Hal David, Jean-Baptiste Kouame","Âu Mỹ, Rap / Hip Hop, Pop",Sony Music Entertainment
Players (8D Audio Mix),Players (8D Audio Mix) (Single),,,8D Labs,"Akil C. King, Clifton Nathaniel Chase, Coi Leray Collins, Edward Fletcher, Felicia Ferraro","Âu Mỹ, Rap / Hip Hop",Ingrooves Music Group
Lady Killers II,Lady Killers II (Slowed Remix) (Single),,,G-Eazy,Gerald Gillum,"Âu Mỹ, Rap / Hip Hop",FUGA
Freaky Deaky,Freaky Deaky (Single),,,"Tyga, Doja Cat","Mike Crook, Dr. Luke, Ryan OG, B HAM","Âu Mỹ, Rap / Hip Hop",Empire Music
Squid Game 2,SQUID GAME 2 (Single),,,"DDark, Sensei D",Stefan Mensah,"Âu Mỹ, Rap / Hip Hop",FUGA
Truth In The Lies,CAN'T RUSH GREATNESS,,,"Central Cee, Lil Durk","Central Cee, Harley Arsenault, Durk Derrick Banks, Mikkel Eriksen, Tor Hermansen, Shaffer Smith","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
Nasty,Nasty (Single),,,"Tyga, Chris Brown","Murphy Kid, ManMan","Âu Mỹ, Rap / Hip Hop",Empire Music
More Than Normal (The…,"Shit I Used To Listen To, Pt. 1 (Single)",,,Harper and The Like,,"Âu Mỹ, Rap / Hip Hop, R&B / Soul",RouteNote
New Jeans (Jersey Club -…,New Jeans (Jersey Club - Remixes) (EP),,,"Dxrkaii, Jiandro","Jaysley Muneri, Jiandro Scholte","Âu Mỹ, Rap / Hip Hop",The Orchard
has to be,has to be (Single),,,godeath,god death,"Âu Mỹ, Rap / Hip Hop",FUGA
vxzduh,vxzduh (Single),,,"Akiaura, LONOWN",Alik Aura,"Âu Mỹ, Rap / Hip Hop",Believe
Agora Hills,Scarlet,,,Doja Cat,"Amala Zandile Dlamini, Isaac Earl Bynum, Gentuar Memishi, Jean-Baptiste Kouame, Bennett Pepple","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
Open Arms,SOS,,,"SZA, Travis Scott","Solana Rowe, Jacques Webster, Teo Halm, Douglas Ford, Michael Uzowuru","Âu Mỹ, R&B / Soul, Rap / Hip Hop",Sony Music Entertainment
Dear Alcohol,Dear Alcohol (Single),,,Dax,"Alex Nour, Daniel Nwosu Jr.","Âu Mỹ, Rap / Hip Hop, Pop",Sony Music Entertainment
RODEO (feat. Lil Phil),RODEO (feat. Lil Piil) (Single),,,"Lap., Lil Pill",,"Âu Mỹ, Rap / Hip Hop",RouteNote
Not Like Us,Not Like Us (Single),,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Psalm 23 - Der Herr ist…,MethDiener - Der Herr ist mein Hirte (Single),,,KRZRitta,ML Musik & Media Service,"Âu Mỹ, Rap / Hip Hop",FUGA
Creepin',HEROES & VILLAINS,,,"Metro Boomin, The Weeknd, 21 Savage",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
I Like You (A Happier Song),Twelve Carat Toothache,,,"Post Malone, Doja Cat",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Chill Guy,Chill Guy (Single),,,"DripZ, Zander",Noah Rosete,"Âu Mỹ, Rap / Hip Hop",FUGA
Booty Dancer,Booty Dancer (Single),,,Tyga,"Swish, Mike Crook, Ryan Linvill","Âu Mỹ, Rap / Hip Hop",Empire Music
Full House,Cheesecake,,,Lee Sang Gul,"Lee Sang Gul, Yoo Taehoon","Âu Mỹ, Rap / Hip Hop",Believe
Super Freaky Girl,Super Freaky Girl (MV) (Single),,,Nicki Minaj,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
One Shot,"SNDTRK, Vol. 3",,,"Captain, QUEST, DJ Ducats",David Leclerc,"Âu Mỹ, Rap / Hip Hop",FUGA
Players,Players (Single),,,Coi Leray,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
tv off,GNX,,,"Kendrick Lamar, Lefty Gunplay",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
wacced out murals,GNX,,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
4X4,4X4 (Single),,,Travis Scott,"Jacques Webster, Brytavious Lakeith Chambers, Douglas ""Dougie F"" Ford, Michael Mule, Isaac De Boni","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
Creepin' (Remix),Creepin' (Remix) (Single),,,"Metro Boomin, The Weeknd, Diddy, 21 Savage",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
skyblue 2,just wanna stay here forever (EP),,,"G Sounds, BrosZZ","Juan Garcia, Alexander Niño","Âu Mỹ, Rap / Hip Hop",FUGA
Sheikh Talk,Sheikh Talk (Single),,,Tyga,chatz,"Âu Mỹ, Rap / Hip Hop",Empire Music
PIKACHU,PIKACHU (Single),,,"044youngsavage, Playboii Fruti",Zakhar Tkach,"Âu Mỹ, Rap / Hip Hop",FUGA
FE!N,UTOPIA,,,"Travis Scott, Playboi Carti","Jacques Webster, Jahaan Sweet, Jordan Carter, Khadimou Fall","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
squabble up,GNX,,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Did I Stutter?,Did I Stutter? (Single),,,beamglow,,"Âu Mỹ, Rap / Hip Hop",Ingrooves Music Group
MILLION DOLLAR BABY,MILLION DOLLAR BABY (Single),,,Tommy Richman,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
BAND4BAND,BAND4BAND (Single),,,"Central Cee, Lil Baby","Central Cee, Dominique Armani Jones, Dennis Atuahene Opoku, Gennaro Alessandro Frenken","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
Fantastic,Fantastic (Single),,,Tyga,"DJ Swish, Mike Crook","Âu Mỹ, Rap / Hip Hop",Empire Music
Too Many Nights,HEROES & VILLAINS,,,"Metro Boomin, Don Toliver, Future",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
pretty ho3,pretty ho3 (Single),,,ilyTOMMY,,"Âu Mỹ, Rap / Hip Hop",FUGA
Suwung,Suwung (Single),,,Heyek Crew,Galang Noor Firelly,"Âu Mỹ, Rap / Hip Hop",FUGA
Sunshine,Sunshine (Single),,,"Tyga, Jhené Aiko, Pop Smoke","Swish, Mike Crook, Peyote Beats, Asherr, Zac Brunson","Âu Mỹ, Rap / Hip Hop",Empire Music
Sound Of Silence Remix,Snow Tha Product,,,Lee Sang Gul,"Lee Sang Gul, Yoo Taehoon","Âu Mỹ, Rap / Hip Hop",Believe
For My Hand (feat. Ed…,"Love, Damini",,,"Burna Boy, Ed Sheeran",,"Âu Mỹ, Rap / Hip Hop",Empire Music
BLUE LOCK (Slowed +…,BLUE LOCK (Single),,,beamglow,Lo Beam,"Âu Mỹ, Rap / Hip Hop",FUGA
TAMADA,18 (Single),,,"D4P, mossadigga",Даня Абламейко,"Âu Mỹ, Rap / Hip Hop",Believe
Blick Sum,Blick Sum (Single),,,"Latto, Playboi Carti","Alyssa Stephens, Ahmar Bailey, Ricci Riera, Ariyana Gandia, Jordan Carter","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
20 Min,20 Min (Single),,,Jace!,Jace Salter,"Âu Mỹ, Rap / Hip Hop",Ingrooves Music Group
RUN! (feat. Lay Bankz),VALORANT Sounds Vol. 1,,,"VALORANT, Odetari, Lay Bankz",Taha Othman Ahmad,"Âu Mỹ, Rap / Hip Hop",FUGA
Paro,SOS (Chapitre 3),,,Nej,Nasraddine Mona,"Âu Mỹ, Rap / Hip Hop",Believe
Under The Influence (Body…,Under The Influence (EP),,,Chris Brown,"Chris Brown, Ayoola ""Kiddominant"" Agboola, Tiffany McKie, David Adeleke","Âu Mỹ, Pop, Rap / Hip Hop",Sony Music Entertainment
BAND4BAND,BAND4BAND (Single),,,"Central Cee, Lil Baby","Central Cee, Dominique Armani Jones, Dennis Atuahene Opoku, Gennaro Alessandro Frenken","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
Lofi inspirado en Ao no…,Lofi inspirado en Ao no Sumika (Jujutsu Kaisen) (Single),,,Ances Beats,Jaime Léon,"Âu Mỹ, Rap / Hip Hop",FUGA
Versace Girl,Versace Girl (Single),,,SIXTYUPTOWN,"Bui Danh Tung, Phan Hà Anh Thơ, Nguyễn Thùy Linh, Serra Serra","Âu Mỹ, R&B / Soul, Rap / Hip Hop",Believe
Fake Love (REMIX),Houston Hidden Gem - Part 2 (EP),,,Mashari,Шах Акбари,"Âu Mỹ, Rap / Hip Hop",FUGA
DEAD,Vibes Phonk (EP),,,"PHXNKGHXST, DAP Beats, Phonk 808",Ceejay Burrell,"Âu Mỹ, Rap / Hip Hop, R&B / Soul",FUGA
What It Is (Block Boy),What It Is (Block Boy) (Single),,,"Doechii, Kodak Black",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Fall Back,Fall Back (Single),,,"Lithe, NAV",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
DENIAL IS A RIVER,Alligator Bites Never Heal,,,Doechii,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
VAN GOGH,VAN GOGH (Single),,,Don Toto,"Antonio Francesco Morelli, Alessandro Cuglietta","Âu Mỹ, Rap / Hip Hop",Ingrooves Music Group
don't stay awake,don't stay awake (Single),,,Jaegershu,"Beatrice Laus, Isaiah Faber, Oscar Lang","Âu Mỹ, Rap / Hip Hop, Alternative",RouteNote
Cancun Sega,,,,GabFreakyPie,Gabriel Rivard,"Âu Mỹ, Rap / Hip Hop",The Orchard
man at the garden,GNX,,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Super Freaky Girl (Roman…,Super Freaky Girl (Roman Remix) (Single),,,Nicki Minaj,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
404,404 (Single),,,DELVIZHAN,Нурж Горсков,"Âu Mỹ, Rap / Hip Hop",Believe
Angel Pt. 1,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) (Trailer Version) (Single)",,,"Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Agora Hills,Scarlet,,,Doja Cat,"Amala Zandile Dlamini, Isaac Earl Bynum, Gentuar Memishi, Jean-Baptiste Kouame, Bennett Pepple","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
VOHU LOKA (SpeedUp),VO HU LO KA (Single),,,"MC Trollge CR, Phonk 808",Morrison Xun,"Âu Mỹ, Rap / Hip Hop",FUGA
Ay Caramba,Ay Caramba (Single),,,Tyga,,"Âu Mỹ, Rap / Hip Hop",Empire Music
Tic Tac,Tic Tac (Single),,,Jack Darte,,"Âu Mỹ, Rap / Hip Hop",RouteNote
Под луной,Под луной (Single),,,AMIRKHAN,Мифтахов Амирхан Эдуардович,"Âu Mỹ, Rap / Hip Hop",FUGA
Betty (Get Money),Betty (Get Money) (MV) (Single),,,Yung Gravy,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
iPhone,portable (Single),,,Lømusic,,"Âu Mỹ, Rap / Hip Hop",RouteNote
Do You Wanna Be (feat.…,Time's Up (Single),,,"Exurt, Exurt Beatz, Mac Furious",Norvel Curtis,"Âu Mỹ, R&B / Soul, Rap / Hip Hop",RouteNote
Westside Glory,Forbidden Slanguage,,,Black Silver,E Skillz,"Âu Mỹ, Rap / Hip Hop",Empire Music
hey now,GNX,,,"Kendrick Lamar, Dody6",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Joker (feat. Saeed Diesel),Joker (feat. Saeed Diesel) (Single),,,"Milad Rastad, Saeed Diesel","Kamran Molaei, Shahram GH","Âu Mỹ, Rap / Hip Hop, Pop",RouteNote
Finding Your Roots,Finding Your Roots,,,Lee Sang Gul,"Lee Sang Gul, Yoo Taehoon","Âu Mỹ, Rap / Hip Hop",Believe
Luffy,Two Piece,,,Napoleon Da Legend,Napoleon Da Legend,"Âu Mỹ, Rap / Hip Hop",Empire Music
Princess Diana,Like..?,,,"Ice Spice, Nicki Minaj",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
AJJEDI,Money Mo (Single),,,Swizx,,"Âu Mỹ, Rap / Hip Hop, Alternative",RouteNote
Rubber Fruit Blox Fruit,Pearl Jam Black,,,Lee Sang Gul,"Lee Sang Gul, Yoo Taehoon","Âu Mỹ, Rap / Hip Hop",Believe
DANCE,DANCE (Single),,,"Kylof Söze, chipbagov",Kyle Robinson,"Âu Mỹ, Rap / Hip Hop",FUGA
Krushed Up,Krushed Up (Single),,,"PHXNKGHXST, Phonk 808",Ceejay Burrell,"Âu Mỹ, Rap / Hip Hop",FUGA
CRYSTALS,CRYSTALS (Remixes) (EP),,,PR1SVX,,"Âu Mỹ, Rap / Hip Hop",The Orchard
my girl,just wanna stay here forever (EP),,,"G Sounds, BrosZZ","Juan Garcia, Alexander Niño","Âu Mỹ, Rap / Hip Hop",FUGA
peekaboo,GNX,,,"Kendrick Lamar, AzChike",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Big Energy (Remix),Big Energy (Remix) (Single),,,"Latto, Mariah Carey, DJ Khaled","Mariah Carey, Alyssa Stephens, Vaughn Oliver, Łukasz Gottwald, Theron Thomas, Adrian Belew","Âu Mỹ, Rap / Hip Hop",Sony Music Entertainment
reincarnated,GNX,,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
squabble up,GNX,,,Kendrick Lamar,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
My City,FAST X (Original Motion Picture Soundtrack),,,"24KGoldn, Kane Brown, G Herbo, Fast & Furious: The Fast Saga",,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Houdini,Houdini (Single),,,Eminem,,"Âu Mỹ, Rap / Hip Hop",Universal Music Group
Hotel California,"Take It To The Summit (Houston, TX 16th Nov '76) (Single)",,,Eagles,,"Âu Mỹ, Rock",RouteNote
How Deep Is Your Love,,,,Bee Gees,Bee Gees,"Âu Mỹ, Rock",FUGA
Numb,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
What I've Done,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Ticking Away,VALORANT Sounds Vol. 1,,,"VALORANT, Grabbitz, bbno$","Nicholas Chiari, Alex Gumuchian","Âu Mỹ, Rock, Electronic / Dance",FUGA
Somewhere I Belong,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Remember Our Summer,Sailing Shoes: Easygoing Rock,,,"Calvin Ross Pfeffer, Michael James Getches, William Jay Stein, Michael A. Rosen","Calvin Ross Pfeffer, Michael James Getches, William Jay Stein, Michael A. Rosen","Âu Mỹ, Rock",FUGA
We Will Rock You,,,,Queen,MAY,"Âu Mỹ, Rock",FUGA
New Divide,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Nothin' On Me,All Gossip And Lies,,,Itchy Fingers,,"Âu Mỹ, Rock, Pop",RouteNote
Psalm 103 - Lobt den Herrn,MethDiener - Der Herr ist mein Hirte (Single),,,KRZRitta,ML Musik & Media Service,"Âu Mỹ, Rock",FUGA
Tequila Sunrise,"Take It To The Summit (Houston, TX 16th Nov '76) (Single)",,,Eagles,,"Âu Mỹ, Rock",RouteNote
MEGALOVANIA (UNDERTALE),The Greatest Video Game Music of All Time,,,FamilyJules,Toby Fox,"Âu Mỹ, Rock",FUGA
Mary On A Cross (slowed +…,Mary On A Cross (slowed + reverb) (Single),,,Ghost B.C.,,"Âu Mỹ, Rock",Universal Music Group
Bathroom Light,Bathroom Light (Single),,,Mt. Joy,,"Âu Mỹ, Rock",Universal Music Group
The weather is fine,Frothy Songs (Single),,,The Rosquettes,,"Âu Mỹ, Rock, Pop",RouteNote
Crawling,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Broken Angel,Firebaroque (Single),,,Raven's Project,,"Âu Mỹ, Rock",RouteNote
Bed Of Roses (live),Wembley Archives 85/95 (live),,,Bon Jovi,Jon Bon Jovi,"Âu Mỹ, Rock, Pop",FUGA
greedy,greedy (Single),,,Tate McRae,"Tate McRae, Ryan Tedder, Jasper Harris, Amy Allen","Âu Mỹ, Pop, Rock",Sony Music Entertainment
Susie Q.,Creedence Clearwater Revival,,,Creedence Clearwater Revival,,"Âu Mỹ, Rock",Universal Music Group
Power,Power (Single),,,The Score,"Edan Dover, Eddie Ramirez, Timothy John Myers","Âu Mỹ, Rock",Ingrooves Music Group
U.I.A.O.,As Is Lumìere! (Single),,,Gregoncel,,"Âu Mỹ, Rock",RouteNote
Money For Nothing (Single…,Money For Nothing (Remastered 2022),,,Dire Straits,,"Âu Mỹ, Rock",Universal Music Group
Jolene,Rockstar (Deluxe),,,"Dolly Parton, Måneskin",,"Âu Mỹ, Rock",Universal Music Group
Swim,Ministry of Madness,,,Cody Jasper,Cody Jasper,"Âu Mỹ, Rock",Ingrooves Music Group
Stayin' Alive,,,,Bee Gees,Bee Gees,"Âu Mỹ, Rock",FUGA
Desperado,"Take It To The Summit (Houston, TX 16th Nov '76) (Single)",,,Eagles,,"Âu Mỹ, Rock",RouteNote
Runaway,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Robot Boy,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Sky And Water,The Studio Albums 2009 – 2018 (Single),,,Mark Knopfler,,"Âu Mỹ, Rock",Universal Music Group
Terrible Lie (Live: New York…,New York Live '94 - Remastered (Live: New York 1994) (Single),,,Nine Inch Nails,,"Âu Mỹ, Rock",RouteNote
With You,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
My Demons,"Various Titles, Vol. 1 (Single)",,,GeanoFee,,"Âu Mỹ, Rock",RouteNote
Zombie (Remix),Zombie (Remix) (Single),,,Róisín Butler Brennan,Dolores Mary O Riordan,"Âu Mỹ, Rock",FUGA
A Place For My Head,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Blackout,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Crawling,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Burn It Down,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
November Rain (2022…,Use Your Illusion I,,,Guns N' Roses,,"Âu Mỹ, Rock",Universal Music Group
UNDERTALE,The Greatest Video Game Music of All Time,,,FamilyJules,Toby Fox,"Âu Mỹ, Rock",FUGA
Living Proof,Living Proof (Single),,,Bon Jovi,,"Âu Mỹ, Rock",Universal Music Group
There's Nothing Holding…,There's Nothing Holding Me Back (Sped Up) (Single),,,"Scammacist, Nick Sterling, Charly from Space","Geoffrey Warburton, Scott Harris, Shawn Mendes, Teddy Geiger","Âu Mỹ, Pop, Rock",RouteNote
Te amo,Vida Nueva (Single),,,Fito Ramirez,,"Âu Mỹ, Christian & Gospel, Rock",RouteNote
Sweet Sounds Of Heaven…,Sweet Sounds Of Heaven (Single),,,"The Rolling Stones, Lady Gaga",,"Âu Mỹ, Rock",Universal Music Group
Don't Stay,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
Tararara Ra,Tararara Ra (Single),,,Anusufi,Anukool Bansal,"Âu Mỹ, Rock",FUGA
Baby Don't Go,Twaine (Single),,,Twaine,,"Âu Mỹ, Rock, Country",RouteNote
Don't Cry,Anarchy In The Uk,,,Guns N` Roses,Guns N` Roses,"Âu Mỹ, Rock",FUGA
I Want To Break Free,,,,Queen,Deacon,"Âu Mỹ, Rock",FUGA
74-'75,Ring (Deluxe Edition),,,The Connells,,"Âu Mỹ, Rock",Universal Music Group
Mary On A Cross (Sped Up…,Mary On A Cross (Sped Up Remix) (Single),,,DJ Tec,Tobias Forge,"Âu Mỹ, Rock",RouteNote
Leave Out All The…,,,,Linkin Park,Linkin Park,"Âu Mỹ, Rock",FUGA
